16	0	0.15	1	104	2	2	0.5	94	9	4.5	7	3.5	2	0.001223	
16	0	0.15	1	104	2	2	0.5	94	9	4.5	7	3.5	2	0.001204	
16	0	0.15	10000	10129	5952	5952	0.1488	91.0168	21751	3.6544	15799	2.6544	5952	0.154646	
16	0	0.15	10000	10129	5952	5952	0.1488	91.0168	21751	3.6544	15799	2.6544	5952	0.152874	
16	0	0.15	10000	10129	5952	5952	0.1488	91.0168	21751	3.6544	15799	2.6544	5952	0.154136	
16	0	0.15	1	104	2	2	0.5	94	9	4.5	7	3.5	2	0.001004	
16	0	0.15	1	104	2	2	0.5	94	9	4.5	7	3.5	2	0.001184	
16	0	0.15	1	104	2	2	0.5	94	9	4.5	7	3.5	2	0.001126	
16	0	0.15	1	104	2	2	0.5	94	9	4.5	7	3.5	2	0.001188	
16	8	0.15	1	84	2	2	0.5	64	6	3	4	2	2	0.00098	
16	8	0.15	1	84	2	2	0.5	64	6	3	4	2	2	0.00115	
16	8	0.15	1	84	2	2	0.5	64	6	3	6	3	0	0.001086	
16	8	0.15	1	84	2	2	0.5	64	6	3	4	2	2	0.001316	
16	8	0.15	1	84	2	2	0.5	64	6	3	1	0.5	5	0.001138	
16	8	0.15	1	84	2	2	0.5	64	6	3	1	0.5	5	0.001136	
16	8	0.15	1	84	2	2	0.5	64	6	3	1	0.5	5	0.001017	
16	8	0.15	1	84	2	2	0.5	64	6	3	1	0.5	5	0.001177	
16	8	0.15	1	84	2	2	0.5	64	6	3	1	0.5	5	0.001142	
16	8	0.15	1	84	2	2	0.5	64	6	3	1	0.5	5	0.001163	
16	8	0.15	1	84	2	2	0.5	64	6	3	4	2	2	0.001271	
16	8	0.15	10000	10077	5898	5898	0.14745	64.3121	14722	2.4961	8824	1.4961	5898	0.235075	
16	8	0.15	10000	10077	5898	5898	0.14745	64.3121	14722	2.4961	8824	1.4961	5898	0.236729	
16	8	0.15	1	84	2	2	0.5	64	6	3	4	2	2	0.001174	
16	8	0.15	1	2	0	0	0	nan	0	nan	0	nan	0	0.000776	
16	8	0.15	1	2	0	0	0	nan	0	nan	0	nan	0	0.001042	
16	8	0.15	1	2	0	0	0	nan	0	nan	0	nan	0	0.000931	
16	8	0.15	1	84	2	2	0.5	64	6	3	4	2	2	0.001149	
16	8	0.15	1	2	0	0	0	nan	0	nan	0	nan	0	0.000937	
16	8	0.15	1	2	0	0	0	nan	0	nan	0	nan	0	0.001077	
16	8	0.15	1	45	2	1	0.5	22	4	2	2	1	2	0.001201	
16	8	0.15	1	45	2	1	0.5	22	4	2	2	1	2	0.001138	
16	8	0.15	1	2	0	0	0	nan	0	nan	0	nan	0	0.001018	
16	8	0.15	1	105	2	2	0.5	94	9	4.5	7	3.5	2	0.001172	
16	8	0.15	1	105	2	2	0.5	94	9	4.5	7	3.5	2	0.001313	
16	8	0.15	1	105	2	2	0.5	94	9	4.5	7	3.5	2	0.001239	
16	8	0.15	1	105	2	2	0.5	94	9	4.5	7	3.5	2	0.00105	
16	8	0.15	1	105	2	2	0.5	94	9	4.5	7	3.5	2	0.00135	
16	8	0.15	1	105	2	2	0.5	94	9	4.5	7	3.5	2	0.001352	
16	0	0.1	10000	11040	2438	2438	0.06095	2010.81	7591	3.11362	5153	2.11362	2438	0.134112	
